大会名,公式サイトURL,開催日,開催地,都道府県
第76回UPRUN川崎多摩川マラソン,https://up-run.jp/events/up-kawasaki76/,2026.5.16(土),神奈川県川崎市,神奈川県
第40回スポーツメイトラン二子新地多摩川ハーフマラソン,https://up-run.jp/events/mate-futakoshinchi40/,2026.5.17(日),神奈川県川崎市,神奈川県
第18回チャリティーリレー for AFRICA,http://www.wrj.jp/event/relay,2026.5.17(日),神奈川県横浜市,神奈川県
LINK UP MARATHON 2025 in KANAGAWA -チャリティーラン-,https://linkup.yaaas.run/kanagawa/,2026.5.23(土),神奈川県川崎市,神奈川県
第10回 横須賀・三浦みちくさマラソン,https://michikusa-ultra.com/event/10th_yokosuka.html,2026.5.30(土),神奈川県三浦市,神奈川県
BOOSTランニングフェスタ in Uvanceとどろきスタジアム,https://boost-inc.jp/todoroki/,2026.5.30(土),神奈川県川崎市,神奈川県
第25回 UPRUN二子新地ハーフマラソン大会,https://up-run.jp/events/up-hutakosinchi25/,2026.5.30(土),神奈川県川崎市,神奈川県
第96回スポーツメイトラン新横浜鶴見川マラソン,https://up-run.jp/events/mate-shinyokohama96/,2026.5.31(日),神奈川県横浜市,神奈川県
第125回 TAMAハーフマラソン,https://sportswiz.jp/tamahalf/,2026.6.6(土),神奈川県川崎市,神奈川県
ムサコ丸子橋リバーサイドマラソン,https://takashi.daa.jp/musako/,2026.6.20(土),神奈川県川崎市,神奈川県
第18回横浜あおぞらリレーマラソンin赤レンガ,https://aozorarun.com/lp/260621ya/,2026.6.21(日),神奈川県横浜市,神奈川県
第30回 Over Night 60kmみちくさウルトラマラソン,https://michikusa-ultra.com/event/30th31st_overnight.html,2026.6.27(土),神奈川県横浜市,神奈川県
第126回 TAMAハーフマラソン,https://www.zhihu.com/question/302212609,2026.7.4(土),神奈川県川崎市,神奈川県
第31回 Over Night 60kmみちくさウルトラマラソン,https://michikusa-ultra.com/event/30th31st_overnight.html,2026.7.25(土),神奈川県横浜市,神奈川県
第127回 TAMAハーフマラソン,https://www.zhihu.com/question/302212609,2026.8.1(土),神奈川県川崎市,神奈川県
第128回 TAMAハーフマラソン,https://www.zhihu.com/question/302212609,2026.9.5(土),神奈川県川崎市,神奈川県
ふくい桜マラソン2026FUKUI SAKURA MARATHON 2026,https://www.fukui-sakura-marathon.jp/,2026.3.29(日),福井県福井市,福井県
第43回OBAMA若狭マラソン,https://www1.city.obama.fukui.jp/,2026.4.19(日),福井県小浜市,福井県
第38回美浜・五木ひろしマラソン,http://www.mihamaitsuki-marathon.jp/,2026.5.10(日),福井県美浜町,福井県
第48回鯖江つつじマラソン,https://sabaetsutsuji.jp/,2026.5.10(日),福井県鯖江市,福井県
第23回あわら市トリムマラソン,https://www.city.awara.lg.jp/mokuteki/education/education03/education0301/p015163.html,2026.5.17(日),福井県あわら市,福井県
第31回 鯖街道ウルトラマラソン大会,https://saba-ultra.com/,2026.5.17(日),福井県小浜市,福井県
第62回越前大野名水マラソン,https://www.city.ono.fukui.jp/kenko/sports/meisuimarason/62meisuientry.html,2026.5.24(日),福井県大野市,福井県
2026 東尋坊 愛のマラニック大会,https://yypark.com/tojinbo100km/,2026.6.6(土),福井県坂井市,福井県
第10回 坂井しおかぜクロカンマラソン in 芝政,http://shibamasa.com/kurokan/,2026.6.7(日),福井県坂井市,福井県
第22回勝山恐竜クロカンマラソン,https://www.city.katsuyama.fukui.jp/site/kurokan/,2026.6.14(日),福井県勝山市,福井県
DEEP ECHIZEN TRAIL 2026（ディープエチゼントレイル）,https://www.satoyamaworks.com/event/deep-echizen-trail/,2026.6.28(日),福井県大野市,福井県
第39回 FM FUKUOKA・海の中道はるかぜマラソン大会﻿,https://fmfukuoka.co.jp/harukaze/,2026.3.7(土),福岡県福岡市,福岡県
第6回 五ケ山・脊振クロストレイル,https://universal-field.com/event/gsct/,2026.3.7(土),福岡県那珂川市,福岡県
第6回 五ケ山・脊振クロストレイル,https://universal-field.com/event/gsct/,2026.3.8(日),福岡県那珂川市,福岡県
第48回福岡小郡ハーフマラソン大会,http://fukuoka-ogori-half.com/,2026.3.8(日),福岡県小郡市,福岡県
第40回 苅田町民ふれあいマラソン大会,https://kandachoumin-fureai-marathon.com/,2026.3.8(日),福岡県苅田町,福岡県
第33回 ちっごマラソン大会,https://www.city.chikugo.lg.jp/kanko/_6107/_30709/_29361.html,2026.3.8(日),福岡県筑後市,福岡県
Fukuoka Ohori Road Running,https://for2026.forlive.jp/,2026.3.14(土),福岡県福岡市,福岡県
第12回 柳川おもてなし健康マラソン大会,https://www.city.yanagawa.fukuoka.jp/kosodate/sports/5892.html,2026.3.15(日),福岡県柳川市,福岡県
第50回記念ファイナル　第18回築上町アグリロードレース大会,https://sites.google.com/view/chikujo-riku,2026.3.15(日),福岡県築上町,福岡県
平尾台クロスカントリー2026,https://www.city.kitakyushu.lg.jp/kokuraminami/w3200181.html,2026.3.15(日),福岡県北九州市,福岡県
第70回筑紫野市駅伝大会,https://www.city.chikushino.fukuoka.jp/soshiki/37/40566.html,2026.3.15(日),福岡県筑紫野市,福岡県
第3回よかまち糸島リレーマラソンフェスティバル2026,https://www.instagram.com/p/DRvaqhjkktf/,2026.3.15(日),福岡県糸島市,福岡県
第20回みやこ町さわやかマラソン大会・第68回京都郡ロードレース大会,https://www.town.miyako.lg.jp/syougaigakusyuu/event/marason20.html,2026.3.29(日),福岡県みやこ町,福岡県
第32回 宗像ユリックス24時間EKIDEN,https://yurix.munakata.com/health/ekiden-24.html,2026.4.18(土),福岡県宗像市,福岡県
第35回 大野城いこいの森ロードレース,https://www.onojo-sports.or.jp/ikoi-road2026/,2026.4.19(日),福岡県大野城市,福岡県
北九州・平尾台トレイルランニングレース2026,http://hiraodai-trail.com/,2026.4.19(日),福岡県北九州市,福岡県
3時間リレーラン2026 in 北九州,https://kitakyusyu-relay.runlab.online/,2026.5.9(土),福岡県北九州市,福岡県
第15回さくら薬局 みずほPayPayドームリレーマラソン2026,https://relaymarathon.jp/,2026.5.16(土),福岡県福岡市,福岡県
第7回福岡タイムトライアル,https://ameblo.jp/fighttarou/entry-12957687366.html,2026.5.16(土),福岡県大野城市,福岡県
LOVE恋ぼたるRUN！たまねぎリレーマラソン2026 in 筑後広域公園,https://info663681.wixsite.com/fukuoka-tamanegi-run/festival,2026.6.14(日),福岡県筑後市,福岡県
第2回 福岡海の中道あおぞらマラソン,https://aozorarun.com/lp/260628fun/,2026.6.28(日),福岡県福岡市,福岡県
第11回たむらクロスカントリー大会,https://www.city.tamura.lg.jp/soshiki/30/tamura-kurokan-enntori-_1_1_2_1.html,2026.3.15(日),福島県田村市,福島県
第44回霞ケ城クロスカントリー,https://kasumi-kurokan.jimdo.com/,2026.3.22(日),福島県二本松市,福島県
第64回 伊達ももの里マラソン,https://www.datemomo.jp/,2026.4.12(日),福島県伊達市,福島県
第20回もとみやロードレース大会,https://motomiya-roadrace.jp/,2026.4.19(日),福島県本宮市,福島県
第33郡山シティーマラソン大会,https://koriyama-marathon.jp/,2026.4.29(水),福島県郡山市,福島県
第11回郡山あおぞらマラソン,https://aozorarun.com/lp/260510fk/,2026.5.10(日),福島県郡山市,福島県
ふくしまシティハーフマラソン2026,https://www.fukushimahalf.jp/,2026.5.17(日),福島県福島市,福島県
第14回 信夫山パークランニングレース2026,https://www.facebook.com/shinobuyamaprr/,2026.6.7(日),福島県福島市,福島県
第5回会津磐梯山ウルトラマラソン,https://www.outdoorsportsjapan.com/aizu_ultra/,2026.6.14(日),福島県苗代町磐梯町北塩原村,福島県
第60回由利本荘市クロスカントリーレース,https://www.city.yurihonjo.lg.jp/1001503/1002090/1011036.html,2026.3.22(日),秋田県由利本荘市,秋田県
第74回山田敬藏記念ロードレース大会,https://yamadaroadrace.amebaownd.com/,2026.4.26(日),秋田県大館市,秋田県
第3回 だいせん田園ハーフマラソン,https://daisenotahalfmarathon.com/,2026.6.21(日),秋田県大仙市,秋田県
TAKASAKI CITY  第35回はるな梅マラソン,https://www.city.takasaki.gunma.jp/page/76334.html,2026.3.8(日),群馬県高崎市,群馬県
たまむラン＆超人フェス2026,https://moshicom.com/139224/,2026.4.4(土),群馬県玉村町,群馬県
嬬恋スカイラン（SKY SNOW）,https://www.tsumagoiskyrun.com/skysnow,2026.4.4(土),群馬県嬬恋村,群馬県
嬬恋スカイラン（SKY SNOW）,https://www.tsumagoiskyrun.com/skysnow,2026.4.5(日),群馬県嬬恋村,群馬県
第43回甘楽町さくらマラソン,https://www.town.kanra.lg.jp/kyouiku/taiiku/news/sakura2026.html,2026.4.12(日),群馬県甘楽町,群馬県
第52回安政遠足侍マラソン大会,http://ansei-toashi.jp/,2026.5.10(日),群馬県安中市,群馬県
2026上州八王子丘陵ファントレイル in OTA,https://www.shinkonet.com/h-fantrail/index.html,2026.5.24(日),群馬県太田市,群馬県
第18回嬬恋高原キャベツマラソン,http://www.cabbage-marathon.jp/,2026.7.5(日),群馬県嬬恋村,群馬県
嬬恋スカイラン（SKYRUN）バーティカル,https://www.tsumagoiskyrun.com/skyepic,2026.8.15(土),群馬県嬬恋村,群馬県
嬬恋スカイラン（SKYRUN）スカイ,https://www.tsumagoiskyrun.com/skyepic,2026.8.16(日),群馬県嬬恋村,群馬県
第12回上州武尊山スカイビュートレイル,https://skyviewtrail.com/,2026.9.12(土),群馬県川場村,群馬県
第59回奥久慈湯の里大子マラソン大会,https://www.town.daigo.ibaraki.jp/page/dir003794.html,2026.3.8(日),茨城県大子町,茨城県
第21回桜川市さくらマラソン大会,https://www.city.sakuragawa.lg.jp/kankou_bunka_sports/news_bunka/page009944.html,2026.3.8(日),茨城県桜川市,茨城県
第8回茨城100kウルトラマラソンin鹿行（ROKKO）,https://ibaraki100k.teamsportsjapan.jp/,2026.3.8(日),茨城県行方市,茨城県
千波湖チャレンジマラソン2026春分,https://www.city.mito.lg.jp/site/senbako/,2026.3.15(日),茨城県水戸市,茨城県
第26回日立さくらロードレース,http://hitachi-sakura.jp/,2026.4.5(日),茨城県日立市,茨城県
,https://www.runnersbible.info/DB/08/0820080401.html,2026.4.19(日),茨城県土浦市,茨城県
果物と自然の里第19回いしおかトレイルラン大会,https://ishiokatrailrun.teamsportsjapan.jp/,2026.4.26(日),茨城県石岡市,茨城県
第8回加波山登山競争,https://www.facebook.com/profile.php?id=100057593673563,2026.5.5(火),茨城県桜川市,茨城県
千波湖チャレンジマラソン2026春,http://www.kamakurun.jp/tochigiken-getsurei,2026.5.24(日),茨城県水戸市,茨城県
第10回ひぬま夏海マラソン,https://www.yume-town.com/01-00-00.html,2026.6.7(日),茨城県大洗町,茨城県
第9回茨城メロンメロンラン水戸偕楽園,https://melonmelon-run.jp/,2026.6.14(日),茨城県水戸市,茨城県
2026ジョギングフェスティバル in さざ,https://www.marathoninfo.net/saza/,2026.3.8(日),長崎県佐々町,長崎県
陶芸の里めぐりウルトラジョグトリップ since 2013,http://www.jogtrip.org/trip/index.php/view/340,2026.3.8(日),長崎県波佐見町,長崎県
第45回やきものの里波佐見ロードレース大会,https://www.town.hasami.lg.jp/kiji0031429/index.html,2026.3.20(金),長崎県波佐見町,長崎県
馬場グループpresents Spinning! 第9回5時間リレーマラソン,http://www.nbc-nagasaki.co.jp/run/,2026.3.20(金),長崎県諫早市,長崎県
第11回 多良の森トレイルランニング,https://universal-field.com/event/tara-forest-trail/,2026.4.5(日),長崎県大村市,長崎県
橘湾岸スーパーマラニック273 2026 春の野母崎・諫早ステージ大会,https://www.tachibanawangan.net/,2026.5.4(月),長崎県長崎市,長崎県
平戸まぁ100ウルトラジョグトリップ since2026,http://www.jogtrip.org/trip/index.php/view/1693,2026.5.10(日),長崎県平戸市,長崎県
春の松本ランニングフェスティバル2026 in 信州スカイパーク,https://harurun-skypark.jp/,2026.3.14(土),長野県松本市,長野県
平尾富士トレイルランニングレース,http://www.nature-scene.net/hiraofuji/,2026.4.11(土),長野県佐久市,長野県
白馬ハーフマラソン,https://hakubahalf.com/ja/,2026.4.18(土),長野県白馬村,長野県
第28回長野マラソン28th Nagano Marathon,https://www.naganomarathon.gr.jp/,2026.4.19(日),長野県長野市,長野県
軽井沢トレイルランニングレースKaruizawa Trail Running Race,http://www.nature-scene.net/karuizawa/,2026.4.25(土),長野県軽井沢町,長野県
いいづなトレイルランニングレース,https://okushinano100.com/iizuna/,2026.5.2(土),長野県飯綱町,長野県
2026 UEDA VERTICAL RACE ～第12回 太郎山登山競走～,https://www.uedavertical.com/,2026.5.3(日),長野県上田市,長野県
2026 UEDA VERTICAL RACE ～第12回 太郎山登山競走～,https://www.uedavertical.com/,2026.5.4(月),長野県上田市,長野県
善光寺ラウンドトレイル,http://www.nature-scene.net/zenkoji/,2026.5.9(土),長野県長野市,長野県
第2回八ヶ岳ズームラインマラソン,https://www.zoomlinemarathon.com/,2026.5.16(土),長野県原村,長野県
第32回星の郷八ヶ岳野辺山高原 100kmウルトラマラソン,https://www.r-wellness.com/nobeyama/,2026.5.17(日),長野県南牧村,長野県
軽井沢ハーフマラソン2026,https://karuizawa-marathon.com/,2026.5.17(日),長野県軽井沢町,長野県
たかやしろトレイルランニングレース バーティカルキロメーター®︎,https://kosha.jp/,2026.5.23(土),長野県木島平村,長野県
たかやしろトレイルランニングレース たかやしろトレイル,https://kosha.jp/,2026.5.24(日),長野県木島平村,長野県
第19回スカイライントレイル菅平 アンダーアーマーカップ,https://www.sugadaira-trail.com/,2026.5.24(日),長野県上田市,長野県
第6回 SUWA LAKE 100k ウルトラマラソン ＆ ウォーキング2026,https://gsrun.jp/ultra_suwako/,2026.5.30(土),長野県諏訪市,長野県
中央アルプス経ヶ岳ラウンドトレイル,http://www.nature-scene.net/kyogatake/,2026.5.30(土),長野県南箕輪村,長野県
奥信濃100OKUSHINANO100,https://okushinano100.com/,2026.6.6(土),長野県木島平村,長野県
第12回 信州安曇野ハーフマラソン,https://azumino-marathon.com/,2026.6.7(日),長野県安曇野市,長野県
第44回南木曽町・妻籠健康マラソン,https://nagiso.jp/topics/tsumago-health-marathon/,2026.6.7(日),長野県南木曽町,長野県
松本 Castle to Summit 2026,https://navigation-for-all.jp/c-to-s/c-to-s_2026/,2026.6.7(日),長野県松本市,長野県
第22回富士見高原全国八ヶ岳クロスカントリー,https://fhcrosscountry.com/,2026.6.7(日),長野県富士見町,長野県
戸隠マウンテントレイル,http://www.nature-scene.net/tmt/,2026.6.13(土),長野県長野市,長野県
中央アルプススカイラインジャパン2026,https://www.centralalps-kmpn.com/,2026.7.4(土),長野県駒ヶ根市,長野県
第39回やぶはら高原はくさいマラソン大会,http://yabuhara-half.jp/,2026.7.5(日),長野県木祖村,長野県
第23回小布施見にマラソン,https://www.obusemarathon.jp/,2026.7.12(日),長野県小布施町,長野県
OSJ ONTAKE100,https://www.outdoorsportsjapan.com/trail/ontake100/,2026.7.18(土),長野県王滝村,長野県
S-Mountain The 4100D マウンテントレイルin野沢温泉2026,http://s-mountain.com/nozawa/,2026.7.19(日),長野県野沢温泉村,長野県
本州縦断・青森～下関1550kmフットレース2025,http://sportsaid-japan.org/,2026.4.1(水),青森県青森市,青森県
2026 マエダ桜まつり健康マラソン大会,https://aomori-sportspark.jp/event/independent/event_sakura_marathon_2026/,2026.4.18(土),青森県青森市,青森県
2026あおもり桜マラソン,https://aomori-sakuramarathon.com/,2026.4.19(日),青森県青森市,青森県
第49回三戸桜まつりマラソン大会,https://www.town.sannohe.aomori.jp/soshiki/kyouikuiinkaijimukyoku/matsuri_ibento/1488.html,2026.5.3(日),青森県三戸町,青森県
笑って走れば福来たる駅伝2026 in 青森（第4回笑福駅伝）,https://fukushi.run/,2026.5.3(日),青森県板柳町,青森県
第36回夜越山クロスカントリー大会,https://www.town.hiranai.aomori.jp/soshiki/shogai/1/1/694.html,2026.5.3(日),青森県平内町,青森県
第45回八戸うみねこマラソン全国大会,https://www.umineko-marathon.com/,2026.5.17(日),青森県八戸市,青森県
第36回よこはま菜の花マラソン,http://www.lap.co.jp/nanohana2026/,2026.5.17(日),青森県横浜町,青森県
第5回 弘前24時間走選手権,https://www.sportsentry.ne.jp/event/t/103622,2026.5.23(土),青森県弘前市,青森県
名久井岳アドベンチャートレイルレース,https://www.facebook.com/nakuidaketrail/,2026.5.31(日),青森県南部町,青森県
第41回おいらせ町いちょうマラソン大会,https://www.town.oirase.aomori.jp/soshiki/2220/41th-oirase-ichomarathon.html,2026.6.14(日),青森県おいらせ町,青森県
第11回弘前城リレーマラソン,http://relay.sponet-h.com/,2026.6.14(日),青森県弘前市,青森県
第10回みちのく津軽ジャーニーラン 262K／177K／85k,https://www.michinokubank.co.jp/redirectcontents/merger/michinokubank/index.html,2026.7.18(土),青森県弘前市,青森県
静岡マラソン2026Shizuoka Marathon 2026,http://www.shizuoka-marathon.com/,2026.3.8(日),静岡県静岡市,静岡県
第4回LOVE浜名湖RUN！たまねぎリレーマラソン2026in浜名湖ガーデンパーク,https://info663681.wixsite.com/hamanako-tamanegirun/,2026.3.15(日),静岡県浜松市,静岡県
第2回 伊豆いちグレートレース,https://www.facebook.com/groups/781336804051115/,2026.3.20(金),静岡県沼津市,静岡県
第43回川根桜まつり走ろう会,https://www.city.shimada.shizuoka.jp/kanko-docs/875469198.html,2026.3.22(日),静岡県島田市,静岡県
第49回天竜区秋葉ダムさくらマラソン,https://www.city.hamamatsu.shizuoka.jp/ty-kyodo/20250329-49sakuramarason.html,2026.3.29(日),静岡県浜松市,静岡県
第41回焼津みなとマラソン,https://yaizuminato-marathon.jp/,2026.4.5(日),静岡県焼津市,静岡県
第18回南熱海夕空絶景マラソン大会,https://openwater.jp/2026raceplan/,2026.5.16(土),静岡県熱海市,静岡県
ROUND GIRLS 100 ～in Fujiyama Power-line Trail～,https://www.rh-track.com/roundgirls100/,2026.5.22(金),静岡県富士市,静岡県
ユーラスエナジー河津カップ2026 天城アタック35,https://www.amagiattack.com/,2026.5.24(日),静岡県河津町,静岡県
第4回富士山須走五合目競走,https://fujisansubashiri.jrestart.jp/,2026.6.7(日),静岡県小山町,静岡県
第9回 伊豆稲取キンメマラソン2026,https://kinme-marathon.jp/,2026.6.14(日),静岡県東伊豆町,静岡県
トレイルランナーズカップ静岡2026,https://trailrunners.jp/event/shizuoka-2026/,2026.8.2(日),静岡県富士市,静岡県
かがわマラソン2026,https://kagawa-marathon.com/,2026.3.15(日),香川県高松市,香川県
ウルトラうどんマラニック2026,https://runningdrunkers.com/udon/,2026.4.4(土),香川県高松市,香川県
2026第49回小豆島オリーブマラソン全国大会,https://www.town.shodoshima.lg.jp/kanko/news/syoudosimaoribumarasonzenkokutaikai/index.html,2026.5.17(日),香川県小豆島町,香川県
蔦島トレイルランニングレース2026,https://runningdrunkers.com/tsutajimasan/,2026.6.7(日),香川県三豊市,香川県
第18回四万十川桜マラソン,https://shimantoriver-sakuramarathon.jp/,2026.3.29(日),高知県四万十町,高知県
第9回室戸阿南海岸国定公園ウルトラマラソン大会,https://www.muroto-anan.com/,2026.4.26(日),高知県室戸市,高知県
第41回高知大方シーサイドはだしマラソン全国大会,https://www.town.kuroshio.lg.jp/pb/cont/kyouiku-syogai/7559,2026.5.3(日),高知県黒潮町,高知県
第11回宿毛マラソン,https://sukumo-marathon.jp/,2026.5.10(日),高知県宿毛市,高知県
鳥取マラソン2026,https://tottori-marathon.jp/,2026.3.15(日),鳥取県鳥取市,鳥取県
第48回日吉津村チューリップマラソン大会,https://www.hiezu.jp/tyumara/,2026.4.12(日),鳥取県日吉津村,鳥取県
第41回浦富海岸健康マラソン,https://www.iwami.gr.jp/item/14031.htm,2026.5.10(日),鳥取県岩美町,鳥取県
大山町名和マラソンフェスタ2026,https://www.daisen.jp/1/10/8/a110/,2026.5.17(日),鳥取県大山町,鳥取県
第39回もちがせ流しびなマラニック大会,https://www.city.tottori.lg.jp/www/contents/1702251958271/index.html,2026.5.17(日),鳥取県鳥取市,鳥取県
第47回中国山地日野鵜の池マラソン大会,https://www.town.hino.tottori.jp/item/41231.htm,2026.6.7(日),鳥取県日野町,鳥取県
第39回北栄町すいか・ながいも健康マラソン,https://www.e-hokuei.net/soshiki/suika-nagaimo/,2026.6.14(日),鳥取県北栄町,鳥取県
第42回花の島沖えらぶジョギング大会,http://okinoerabu-jogging.jp/,2026.3.8(日),鹿児島県和泊町,鹿児島県
第25回川内川河口マラソン・ウォーキング大会,https://universal-field.com/event/sendaigawa-kakou/,2026.3.8(日),鹿児島県薩摩川内市,鹿児島県
第13回マリンポートかごしまミニマラソン,https://www.smilelink-co.com/マリンポートかごしまミニマラソン/,2026.3.29(日),鹿児島県鹿児島市,鹿児島県
第41回くしら桜まつりジョギング,https://class-match.net/kushira/,2026.4.5(日),鹿児島県鹿屋市串良町,鹿児島県
｢祝 日本ジオパーク認定｣第12回東経130度喜界島ジオパークマラソン,https://www.town.kikai.lg.jp/kankou/ibento/12marathon.html,2026.4.12(日),鹿児島県喜界町,鹿児島県
RunRunトレイルかごしまinグリーンファーム2026,https://universal-field.com/event/runrun-trail-gf/,2026.4.19(日),鹿児島県鹿児島市,鹿児島県
第38回新茶・大野岳マラソンinえい,https://www.city.minamikyushu.lg.jp/soshikikarasagasu/hokentaiikuka/sportssuishin/6253.html,2026.4.29(水),鹿児島県南九州市,鹿児島県
第14回マリンポートかごしまミニマラソン,https://www.smilelink-co.com/マリンポートかごしまミニマラソン/,2026.4.29(水),鹿児島県鹿児島市,鹿児島県
第15回マリンポートかごしまミニマラソン,https://www.smilelink-co.com/マリンポートかごしまミニマラソン/,2026.5.24(日),鹿児島県鹿児島市,鹿児島県
